Date,flux_primaire_pro_format,instance,recus
2020-07-27,FLUX RPC SAV AUTOLOC,SAV,665.0
2020-07-27,FLUX RPC SAV COMPLEX,SAV,227.0
2020-07-27,FLUX UNIF,COMMERCE,166.0
2020-07-27,FLUX UNIF,SAV,659.0
2020-07-28,FLUX AD,SAV,224.0
2020-07-28,FLUX RPC,COMMERCE,1961.0
2020-07-28,FLUX RPC SAV AUTOLOC,SAV,710.0
2020-07-28,FLUX RPC SAV COMPLEX,SAV,283.0
2020-07-28,FLUX UNIF,COMMERCE,218.0
2020-07-28,FLUX UNIF,SAV,744.0
2020-07-29,FLUX AD,SAV,146.0
2020-07-29,FLUX RPC,COMMERCE,1867.0
2020-07-29,FLUX RPC SAV AUTOLOC,SAV,577.0
2020-07-29,FLUX RPC SAV COMPLEX,SAV,221.0
2020-07-29,FLUX UNIF,COMMERCE,196.0
2020-07-29,FLUX UNIF,SAV,660.0
2020-07-30,FLUX AD,SAV,156.0
2020-07-30,FLUX RPC,COMMERCE,1694.0
2020-07-30,FLUX RPC SAV AUTOLOC,SAV,547.0
2020-07-30,FLUX RPC SAV COMPLEX,SAV,233.0
2020-07-30,FLUX UNIF,COMMERCE,184.0
2020-07-30,FLUX UNIF,SAV,607.0
2020-07-31,FLUX AD,SAV,148.0
2020-07-31,FLUX RPC,COMMERCE,1613.0
2020-07-31,FLUX RPC SAV AUTOLOC,SAV,601.0
2020-07-31,FLUX RPC SAV COMPLEX,SAV,246.0
2020-07-31,FLUX UNIF,COMMERCE,146.0
2020-07-31,FLUX UNIF,SAV,719.0
2020-08-01,FLUX AD,SAV,3.0
2020-08-01,FLUX RPC,COMMERCE,419.0
2020-08-01,FLUX RPC SAV AUTOLOC,SAV,92.0
2020-08-01,FLUX RPC SAV COMPLEX,SAV,26.0
2020-08-01,FLUX UNIF,COMMERCE,58.0
2020-08-01,FLUX UNIF,SAV,200.0
2020-08-02,FLUX AD,SAV,2.0
2020-08-02,FLUX RPC,COMMERCE,275.0
2020-08-02,FLUX RPC SAV AUTOLOC,SAV,24.0
2020-08-02,FLUX RPC SAV COMPLEX,SAV,15.0
2020-08-02,FLUX UNIF,COMMERCE,11.0
2020-08-02,FLUX UNIF,SAV,126.0
2020-08-03,FLUX AD,SAV,121.0
2020-08-03,FLUX RPC,COMMERCE,1695.0
2020-08-03,FLUX RPC SAV AUTOLOC,SAV,616.0
2020-08-03,FLUX RPC SAV COMPLEX,SAV,263.0
2020-08-03,FLUX UNIF,COMMERCE,162.0
2020-08-03,FLUX UNIF,SAV,672.0
2020-08-04,FLUX AD,SAV,87.0
2020-08-04,FLUX RPC,COMMERCE,1750.0
2020-08-04,FLUX RPC SAV AUTOLOC,SAV,553.0
2020-08-04,FLUX RPC SAV COMPLEX,SAV,183.0
2020-08-04,FLUX UNIF,COMMERCE,200.0
2020-08-04,FLUX UNIF,SAV,544.0
2020-08-05,FLUX AD,SAV,76.0
2020-08-05,FLUX RPC,COMMERCE,1880.0
2020-08-05,FLUX RPC SAV AUTOLOC,SAV,619.0
2020-08-05,FLUX RPC SAV COMPLEX,SAV,237.0
2020-08-05,FLUX UNIF,COMMERCE,218.0
2020-08-05,FLUX UNIF,SAV,715.0
2020-08-06,FLUX AD,SAV,59.0
2020-08-06,FLUX RPC,COMMERCE,1813.0
2020-08-06,FLUX RPC SAV AUTOLOC,SAV,606.0
2020-08-06,FLUX RPC SAV COMPLEX,SAV,231.0
2020-08-06,FLUX UNIF,COMMERCE,169.0
2020-08-06,FLUX UNIF,SAV,719.0
2020-08-07,FLUX AD,SAV,92.0
2020-08-07,FLUX RPC,COMMERCE,1590.0
2020-08-07,FLUX RPC SAV AUTOLOC,SAV,507.0
2020-08-07,FLUX RPC SAV COMPLEX,SAV,219.0
2020-08-07,FLUX UNIF,COMMERCE,131.0
2020-08-07,FLUX UNIF,SAV,529.0
2020-08-08,FLUX AD,SAV,4.0
2020-08-08,FLUX RPC,COMMERCE,408.0
2020-08-08,FLUX RPC SAV AUTOLOC,SAV,82.0
2020-08-08,FLUX RPC SAV COMPLEX,SAV,27.0
2020-08-08,FLUX UNIF,COMMERCE,71.0
2020-08-08,FLUX UNIF,SAV,208.0
2020-08-09,FLUX AD,SAV,2.0
2020-08-09,FLUX RPC,COMMERCE,293.0
2020-08-09,FLUX RPC SAV AUTOLOC,SAV,23.0
2020-08-09,FLUX RPC SAV COMPLEX,SAV,20.0
2020-08-09,FLUX UNIF,COMMERCE,16.0
2020-08-09,FLUX UNIF,SAV,161.0
2020-08-10,FLUX AD,SAV,97.0
2020-08-10,FLUX RPC,COMMERCE,1888.0
2020-08-10,FLUX RPC SAV AUTOLOC,SAV,584.0
2020-08-10,FLUX RPC SAV COMPLEX,SAV,239.0
2020-08-10,FLUX UNIF,COMMERCE,208.0
2020-08-10,FLUX UNIF,SAV,621.0
2020-08-11,FLUX AD,SAV,136.0
2020-08-11,FLUX RPC,COMMERCE,1777.0
2020-08-11,FLUX RPC SAV AUTOLOC,SAV,582.0
2020-08-11,FLUX RPC SAV COMPLEX,SAV,228.0
2020-08-11,FLUX UNIF,COMMERCE,189.0
2020-08-11,FLUX UNIF,SAV,653.0
2020-08-12,FLUX AD,SAV,136.0
2020-08-12,FLUX RPC,COMMERCE,1929.0
2020-08-12,FLUX RPC SAV AUTOLOC,SAV,552.0
2020-08-12,FLUX RPC SAV COMPLEX,SAV,260.0
2020-08-12,FLUX UNIF,COMMERCE,161.0
2020-08-12,FLUX UNIF,SAV,608.0
2020-08-13,FLUX AD,SAV,97.0
2020-08-13,FLUX RPC,COMMERCE,1621.0
2020-08-13,FLUX RPC SAV AUTOLOC,SAV,470.0
2020-08-13,FLUX RPC SAV COMPLEX,SAV,244.0
2020-08-13,FLUX UNIF,COMMERCE,179.0
2020-08-13,FLUX UNIF,SAV,497.0
2020-08-14,FLUX AD,SAV,137.0
2020-08-14,FLUX RPC,COMMERCE,1478.0
2020-08-14,FLUX RPC SAV AUTOLOC,SAV,566.0
2020-08-14,FLUX RPC SAV COMPLEX,SAV,204.0
2020-08-14,FLUX UNIF,COMMERCE,115.0
2020-08-14,FLUX UNIF,SAV,703.0
2020-08-15,FLUX AD,SAV,4.0
2020-08-15,FLUX RPC,COMMERCE,351.0
2020-08-15,FLUX RPC SAV AUTOLOC,SAV,26.0
2020-08-15,FLUX RPC SAV COMPLEX,SAV,16.0
2020-08-15,FLUX UNIF,COMMERCE,14.0
2020-08-15,FLUX UNIF,SAV,579.0
2020-08-16,FLUX AD,SAV,1.0
2020-08-16,FLUX RPC,COMMERCE,210.0
2020-08-16,FLUX RPC SAV AUTOLOC,SAV,30.0
2020-08-16,FLUX RPC SAV COMPLEX,SAV,13.0
2020-08-16,FLUX UNIF,COMMERCE,7.0
2020-08-16,FLUX UNIF,SAV,542.0
2020-08-17,FLUX AD,SAV,92.0
2020-08-17,FLUX RPC,COMMERCE,1738.0
2020-08-17,FLUX RPC SAV AUTOLOC,SAV,661.0
2020-08-17,FLUX RPC SAV COMPLEX,SAV,230.0
2020-08-17,FLUX UNIF,COMMERCE,209.0
2020-08-17,FLUX UNIF,SAV,849.0
2020-08-18,FLUX AD,SAV,139.0
2020-08-18,FLUX RPC,COMMERCE,1704.0
2020-08-18,FLUX RPC SAV AUTOLOC,SAV,490.0
2020-08-18,FLUX RPC SAV COMPLEX,SAV,204.0
2020-08-18,FLUX UNIF,COMMERCE,187.0
2020-08-18,FLUX UNIF,SAV,1110.0
2020-08-19,FLUX AD,SAV,180.0
2020-08-19,FLUX RPC,COMMERCE,1581.0
2020-08-19,FLUX RPC SAV AUTOLOC,SAV,646.0
2020-08-19,FLUX RPC SAV COMPLEX,SAV,198.0
2020-08-19,FLUX UNIF,COMMERCE,182.0
2020-08-19,FLUX UNIF,SAV,910.0
2020-08-20,FLUX AD,SAV,103.0
2020-08-20,FLUX RPC,COMMERCE,1499.0
2020-08-20,FLUX RPC SAV AUTOLOC,SAV,542.0
2020-08-20,FLUX RPC SAV COMPLEX,SAV,247.0
2020-08-20,FLUX UNIF,COMMERCE,157.0
2020-08-20,FLUX UNIF,SAV,796.0
2020-08-21,FLUX AD,SAV,168.0
2020-08-21,FLUX RPC,COMMERCE,1406.0
2020-08-21,FLUX RPC SAV AUTOLOC,SAV,515.0
2020-08-21,FLUX RPC SAV COMPLEX,SAV,220.0
2020-08-21,FLUX UNIF,COMMERCE,178.0
2020-08-21,FLUX UNIF,SAV,805.0
2020-08-22,FLUX AD,SAV,4.0
2020-08-22,FLUX RPC,COMMERCE,433.0
2020-08-22,FLUX RPC SAV AUTOLOC,SAV,77.0
2020-08-22,FLUX RPC SAV COMPLEX,SAV,38.0
2020-08-22,FLUX UNIF,COMMERCE,58.0
2020-08-22,FLUX UNIF,SAV,243.0
2020-08-23,FLUX RPC,COMMERCE,255.0
2020-08-23,FLUX RPC SAV AUTOLOC,SAV,39.0
2020-08-23,FLUX RPC SAV COMPLEX,SAV,13.0
2020-08-23,FLUX UNIF,COMMERCE,21.0
2020-08-23,FLUX UNIF,SAV,146.0
2020-08-24,FLUX AD,SAV,94.0
2020-08-24,FLUX RPC,COMMERCE,1716.0
2020-08-24,FLUX RPC SAV AUTOLOC,SAV,586.0
2020-08-24,FLUX RPC SAV COMPLEX,SAV,299.0
2020-08-24,FLUX UNIF,COMMERCE,162.0
2020-08-24,FLUX UNIF,SAV,781.0
2020-08-25,FLUX AD,SAV,54.0
2020-08-25,FLUX RPC,COMMERCE,1684.0
2020-08-25,FLUX RPC SAV AUTOLOC,SAV,569.0
2020-08-25,FLUX RPC SAV COMPLEX,SAV,216.0
2020-08-25,FLUX UNIF,COMMERCE,191.0
2020-08-25,FLUX UNIF,SAV,575.0
2020-08-26,FLUX AD,SAV,74.0
2020-08-26,FLUX RPC,COMMERCE,1624.0
2020-08-26,FLUX RPC SAV AUTOLOC,SAV,560.0
2020-08-26,FLUX RPC SAV COMPLEX,SAV,291.0
2020-08-26,FLUX UNIF,COMMERCE,162.0
2020-08-26,FLUX UNIF,SAV,602.0
2020-08-27,FLUX AD,SAV,79.0
2020-08-27,FLUX RPC,COMMERCE,1602.0
2020-08-27,FLUX RPC SAV AUTOLOC,SAV,543.0
2020-08-27,FLUX RPC SAV COMPLEX,SAV,246.0
2020-08-27,FLUX UNIF,COMMERCE,179.0
2020-08-27,FLUX UNIF,SAV,519.0
2020-08-28,FLUX AD,SAV,81.0
2020-08-28,FLUX RPC,COMMERCE,1527.0
2020-08-28,FLUX RPC SAV AUTOLOC,SAV,537.0
2020-08-28,FLUX RPC SAV COMPLEX,SAV,234.0
2020-08-28,FLUX UNIF,COMMERCE,158.0
2020-08-28,FLUX UNIF,SAV,561.0
2020-08-29,FLUX AD,SAV,2.0
2020-08-29,FLUX RPC,COMMERCE,396.0
2020-08-29,FLUX RPC SAV AUTOLOC,SAV,102.0
2020-08-29,FLUX RPC SAV COMPLEX,SAV,42.0
2020-08-29,FLUX UNIF,COMMERCE,55.0
2020-08-29,FLUX UNIF,SAV,212.0
2020-08-30,FLUX AD,SAV,1.0
2020-08-30,FLUX RPC,COMMERCE,281.0
2020-08-30,FLUX RPC SAV AUTOLOC,SAV,42.0
2020-08-30,FLUX RPC SAV COMPLEX,SAV,20.0
2020-08-30,FLUX UNIF,COMMERCE,9.0
2020-08-30,FLUX UNIF,SAV,159.0
2020-08-31,FLUX AD,SAV,43.0
2020-08-31,FLUX RPC,COMMERCE,1495.0
2020-08-31,FLUX RPC SAV AUTOLOC,SAV,564.0
2020-08-31,FLUX RPC SAV COMPLEX,SAV,331.0
2020-08-31,FLUX UNIF,COMMERCE,170.0
2020-08-31,FLUX UNIF,SAV,534.0
2020-09-01,FLUX AD,SAV,87.0
2020-09-01,FLUX RPC,COMMERCE,1683.0
2020-09-01,FLUX RPC SAV AUTOLOC,SAV,499.0
2020-09-01,FLUX RPC SAV COMPLEX,SAV,210.0
2020-09-01,FLUX UNIF,COMMERCE,124.0
2020-09-01,FLUX UNIF,SAV,560.0
2020-09-02,FLUX AD,SAV,94.0
2020-09-02,FLUX RPC,COMMERCE,1648.0
2020-09-02,FLUX RPC SAV AUTOLOC,SAV,536.0
2020-09-02,FLUX RPC SAV COMPLEX,SAV,208.0
2020-09-02,FLUX UNIF,COMMERCE,136.0
2020-09-02,FLUX UNIF,SAV,490.0
2020-09-03,FLUX AD,SAV,136.0
2020-09-03,FLUX RPC,COMMERCE,1550.0
2020-09-03,FLUX RPC SAV AUTOLOC,SAV,526.0
2020-09-03,FLUX RPC SAV COMPLEX,SAV,229.0
2020-09-03,FLUX UNIF,COMMERCE,142.0
2020-09-03,FLUX UNIF,SAV,476.0
2020-09-04,FLUX AD,SAV,83.0
2020-09-04,FLUX RPC,COMMERCE,1369.0
2020-09-04,FLUX RPC SAV AUTOLOC,SAV,510.0
2020-09-04,FLUX RPC SAV COMPLEX,SAV,163.0
2020-09-04,FLUX UNIF,COMMERCE,157.0
2020-09-04,FLUX UNIF,SAV,509.0
2020-09-05,FLUX AD,SAV,3.0
2020-09-05,FLUX RPC,COMMERCE,467.0
2020-09-05,FLUX RPC SAV AUTOLOC,SAV,92.0
2020-09-05,FLUX RPC SAV COMPLEX,SAV,23.0
2020-09-05,FLUX UNIF,COMMERCE,51.0
2020-09-05,FLUX UNIF,SAV,249.0
2020-09-06,FLUX AD,SAV,1.0
2020-09-06,FLUX RPC,COMMERCE,237.0
2020-09-06,FLUX RPC SAV AUTOLOC,SAV,49.0
2020-09-06,FLUX RPC SAV COMPLEX,SAV,13.0
2020-09-06,FLUX UNIF,COMMERCE,16.0
2020-09-06,FLUX UNIF,SAV,188.0
2020-09-07,FLUX AD,SAV,99.0
2020-09-07,FLUX RPC,COMMERCE,1735.0
2020-09-07,FLUX RPC SAV AUTOLOC,SAV,691.0
2020-09-07,FLUX RPC SAV COMPLEX,SAV,258.0
2020-09-07,FLUX UNIF,COMMERCE,159.0
2020-09-07,FLUX UNIF,SAV,645.0
2020-09-08,FLUX AD,SAV,114.0
2020-09-08,FLUX RPC,COMMERCE,1825.0
2020-09-08,FLUX RPC SAV AUTOLOC,SAV,631.0
2020-09-08,FLUX RPC SAV COMPLEX,SAV,253.0
2020-09-08,FLUX UNIF,COMMERCE,196.0
2020-09-08,FLUX UNIF,SAV,707.0
2020-09-09,FLUX AD,SAV,78.0
2020-09-09,FLUX RPC,COMMERCE,1613.0
2020-09-09,FLUX RPC SAV AUTOLOC,SAV,549.0
2020-09-09,FLUX RPC SAV COMPLEX,SAV,264.0
2020-09-09,FLUX UNIF,COMMERCE,183.0
2020-09-09,FLUX UNIF,SAV,727.0
2020-09-10,FLUX AD,SAV,95.0
2020-09-10,FLUX RPC,COMMERCE,1784.0
2020-09-10,FLUX RPC SAV AUTOLOC,SAV,605.0
2020-09-10,FLUX RPC SAV COMPLEX,SAV,190.0
2020-09-10,FLUX UNIF,COMMERCE,162.0
2020-09-10,FLUX UNIF,SAV,805.0
2020-09-11,FLUX AD,SAV,127.0
2020-09-11,FLUX RPC,COMMERCE,1530.0
2020-09-11,FLUX RPC SAV AUTOLOC,SAV,550.0
2020-09-11,FLUX RPC SAV COMPLEX,SAV,240.0
2020-09-11,FLUX UNIF,COMMERCE,158.0
2020-09-11,FLUX UNIF,SAV,767.0
2020-09-12,FLUX AD,SAV,3.0
2020-09-12,FLUX RPC,COMMERCE,430.0
2020-09-12,FLUX RPC SAV AUTOLOC,SAV,78.0
2020-09-12,FLUX RPC SAV COMPLEX,SAV,30.0
2020-09-12,FLUX UNIF,COMMERCE,38.0
2020-09-12,FLUX UNIF,SAV,488.0
2020-09-13,FLUX AD,SAV,1.0
2020-09-13,FLUX RPC,COMMERCE,261.0
2020-09-13,FLUX RPC SAV AUTOLOC,SAV,49.0
2020-09-13,FLUX RPC SAV COMPLEX,SAV,16.0
2020-09-13,FLUX UNIF,COMMERCE,10.0
2020-09-13,FLUX UNIF,SAV,268.0
2020-09-14,FLUX AD,SAV,120.0
2020-09-14,FLUX RPC,COMMERCE,1605.0
2020-09-14,FLUX RPC SAV AUTOLOC,SAV,637.0
2020-09-14,FLUX RPC SAV COMPLEX,SAV,277.0
2020-09-14,FLUX UNIF,COMMERCE,165.0
2020-09-14,FLUX UNIF,SAV,1031.0
2020-09-15,FLUX AD,SAV,148.0
2020-09-15,FLUX RPC,COMMERCE,1650.0
2020-09-15,FLUX RPC SAV AUTOLOC,SAV,591.0
2020-09-15,FLUX RPC SAV COMPLEX,SAV,224.0
2020-09-15,FLUX UNIF,COMMERCE,177.0
2020-09-15,FLUX UNIF,SAV,741.0
2020-09-16,FLUX AD,SAV,204.0
2020-09-16,FLUX RPC,COMMERCE,1561.0
2020-09-16,FLUX RPC SAV AUTOLOC,SAV,568.0
2020-09-16,FLUX RPC SAV COMPLEX,SAV,218.0
2020-09-16,FLUX UNIF,COMMERCE,202.0
2020-09-16,FLUX UNIF,SAV,851.0
2020-09-17,FLUX AD,SAV,124.0
2020-09-17,FLUX RPC,COMMERCE,1299.0
2020-09-17,FLUX RPC SAV AUTOLOC,SAV,644.0
2020-09-17,FLUX RPC SAV COMPLEX,SAV,215.0
2020-09-17,FLUX UNIF,COMMERCE,172.0
2020-09-17,FLUX UNIF,SAV,593.0
2020-09-18,FLUX AD,SAV,182.0
2020-09-18,FLUX RPC,COMMERCE,1182.0
2020-09-18,FLUX RPC SAV AUTOLOC,SAV,543.0
2020-09-18,FLUX RPC SAV COMPLEX,SAV,226.0
2020-09-18,FLUX UNIF,COMMERCE,199.0
2020-09-18,FLUX UNIF,SAV,558.0
2020-09-19,FLUX AD,SAV,3.0
2020-09-19,FLUX RPC,COMMERCE,433.0
2020-09-19,FLUX RPC SAV AUTOLOC,SAV,118.0
2020-09-19,FLUX RPC SAV COMPLEX,SAV,30.0
2020-09-19,FLUX UNIF,COMMERCE,49.0
2020-09-19,FLUX UNIF,SAV,348.0
2020-09-20,FLUX AD,SAV,3.0
2020-09-20,FLUX RPC,COMMERCE,255.0
2020-09-20,FLUX RPC SAV AUTOLOC,SAV,49.0
2020-09-20,FLUX RPC SAV COMPLEX,SAV,17.0
2020-09-20,FLUX UNIF,COMMERCE,13.0
2020-09-20,FLUX UNIF,SAV,169.0
2020-09-21,FLUX AD,SAV,129.0
2020-09-21,FLUX RPC,COMMERCE,1482.0
2020-09-21,FLUX RPC SAV AUTOLOC,SAV,712.0
2020-09-21,FLUX RPC SAV COMPLEX,SAV,276.0
2020-09-21,FLUX UNIF,COMMERCE,182.0
2020-09-21,FLUX UNIF,SAV,551.0
2020-09-22,FLUX AD,SAV,140.0
2020-09-22,FLUX RPC,COMMERCE,1355.0
2020-09-22,FLUX RPC SAV AUTOLOC,SAV,598.0
2020-09-22,FLUX RPC SAV COMPLEX,SAV,247.0
2020-09-22,FLUX UNIF,COMMERCE,186.0
2020-09-22,FLUX UNIF,SAV,643.0
2020-09-23,FLUX AD,SAV,191.0
2020-09-23,FLUX RPC,COMMERCE,1300.0
2020-09-23,FLUX RPC SAV AUTOLOC,SAV,661.0
2020-09-23,FLUX RPC SAV COMPLEX,SAV,276.0
2020-09-23,FLUX UNIF,COMMERCE,184.0
2020-09-23,FLUX UNIF,SAV,585.0
2020-09-24,FLUX AD,SAV,97.0
2020-09-24,FLUX RPC,COMMERCE,1168.0
2020-09-24,FLUX RPC SAV AUTOLOC,SAV,603.0
2020-09-24,FLUX RPC SAV COMPLEX,SAV,221.0
2020-09-24,FLUX UNIF,COMMERCE,180.0
2020-09-24,FLUX UNIF,SAV,637.0
2020-09-25,FLUX AD,SAV,128.0
2020-09-25,FLUX RPC,COMMERCE,1037.0
2020-09-25,FLUX RPC SAV AUTOLOC,SAV,541.0
2020-09-25,FLUX RPC SAV COMPLEX,SAV,191.0
2020-09-25,FLUX UNIF,COMMERCE,148.0
2020-09-25,FLUX UNIF,SAV,583.0
2020-09-26,FLUX AD,SAV,2.0
2020-09-26,FLUX RPC,COMMERCE,326.0
2020-09-26,FLUX RPC SAV AUTOLOC,SAV,116.0
2020-09-26,FLUX RPC SAV COMPLEX,SAV,40.0
2020-09-26,FLUX UNIF,COMMERCE,54.0
2020-09-26,FLUX UNIF,SAV,213.0
2020-09-27,FLUX AD,SAV,6.0
2020-09-27,FLUX RPC,COMMERCE,252.0
2020-09-27,FLUX RPC SAV AUTOLOC,SAV,35.0
2020-09-27,FLUX RPC SAV COMPLEX,SAV,20.0
2020-09-27,FLUX UNIF,COMMERCE,10.0
2020-09-27,FLUX UNIF,SAV,172.0
2020-09-28,FLUX AD,SAV,98.0
2020-09-28,FLUX RPC,COMMERCE,1183.0
2020-09-28,FLUX RPC SAV AUTOLOC,SAV,656.0
2020-09-28,FLUX RPC SAV COMPLEX,SAV,315.0
2020-09-28,FLUX UNIF,COMMERCE,184.0
2020-09-28,FLUX UNIF,SAV,606.0
2020-09-29,FLUX AD,SAV,166.0
2020-09-29,FLUX RPC,COMMERCE,1266.0
2020-09-29,FLUX RPC SAV AUTOLOC,SAV,538.0
2020-09-29,FLUX RPC SAV COMPLEX,SAV,199.0
2020-09-29,FLUX UNIF,COMMERCE,162.0
2020-09-29,FLUX UNIF,SAV,556.0
2020-09-30,FLUX AD,SAV,99.0
2020-09-30,FLUX RPC,COMMERCE,1097.0
2020-09-30,FLUX RPC SAV AUTOLOC,SAV,609.0
2020-09-30,FLUX RPC SAV COMPLEX,SAV,241.0
2020-09-30,FLUX UNIF,COMMERCE,201.0
2020-09-30,FLUX UNIF,SAV,546.0
2020-10-01,FLUX AD,SAV,80.0
2020-10-01,FLUX RPC,COMMERCE,1088.0
2020-10-01,FLUX RPC SAV AUTOLOC,SAV,608.0
2020-10-01,FLUX RPC SAV COMPLEX,SAV,210.0
2020-10-01,FLUX UNIF,COMMERCE,142.0
2020-10-01,FLUX UNIF,SAV,616.0
2020-10-02,FLUX AD,SAV,74.0
2020-10-02,FLUX RPC,COMMERCE,1047.0
2020-10-02,FLUX RPC SAV AUTOLOC,SAV,541.0
2020-10-02,FLUX RPC SAV COMPLEX,SAV,188.0
2020-10-02,FLUX UNIF,COMMERCE,183.0
2020-10-02,FLUX UNIF,SAV,531.0
2020-10-03,FLUX AD,SAV,3.0
2020-10-03,FLUX RPC,COMMERCE,426.0
2020-10-03,FLUX RPC SAV AUTOLOC,SAV,107.0
2020-10-03,FLUX RPC SAV COMPLEX,SAV,42.0
2020-10-03,FLUX UNIF,COMMERCE,28.0
2020-10-03,FLUX UNIF,SAV,253.0
2020-10-04,FLUX AD,SAV,1.0
2020-10-04,FLUX RPC,COMMERCE,268.0
2020-10-04,FLUX RPC SAV AUTOLOC,SAV,44.0
2020-10-04,FLUX RPC SAV COMPLEX,SAV,16.0
2020-10-04,FLUX UNIF,COMMERCE,7.0
2020-10-04,FLUX UNIF,SAV,238.0
2020-10-05,FLUX AD,SAV,65.0
2020-10-05,FLUX RPC,COMMERCE,1354.0
2020-10-05,FLUX RPC SAV AUTOLOC,SAV,677.0
2020-10-05,FLUX RPC SAV COMPLEX,SAV,291.0
2020-10-05,FLUX UNIF,COMMERCE,194.0
2020-10-05,FLUX UNIF,SAV,622.0
2020-10-06,FLUX AD,SAV,89.0
2020-10-06,FLUX RPC,COMMERCE,1323.0
2020-10-06,FLUX RPC SAV AUTOLOC,SAV,626.0
2020-10-06,FLUX RPC SAV COMPLEX,SAV,257.0
2020-10-06,FLUX UNIF,COMMERCE,174.0
2020-10-06,FLUX UNIF,SAV,702.0
2020-10-07,FLUX AD,SAV,66.0
2020-10-07,FLUX RPC,COMMERCE,1189.0
2020-10-07,FLUX RPC SAV AUTOLOC,SAV,615.0
2020-10-07,FLUX RPC SAV COMPLEX,SAV,263.0
2020-10-07,FLUX UNIF,COMMERCE,188.0
2020-10-07,FLUX UNIF,SAV,608.0
2020-10-08,FLUX AD,SAV,97.0
2020-10-08,FLUX RPC,COMMERCE,1267.0
2020-10-08,FLUX RPC SAV AUTOLOC,SAV,582.0
2020-10-08,FLUX RPC SAV COMPLEX,SAV,234.0
2020-10-08,FLUX UNIF,COMMERCE,168.0
2020-10-08,FLUX UNIF,SAV,1070.0
2020-10-09,FLUX AD,SAV,92.0
2020-10-09,FLUX RPC,COMMERCE,1066.0
2020-10-09,FLUX RPC SAV AUTOLOC,SAV,543.0
2020-10-09,FLUX RPC SAV COMPLEX,SAV,186.0
2020-10-09,FLUX UNIF,COMMERCE,156.0
2020-10-09,FLUX UNIF,SAV,804.0
2020-10-10,FLUX AD,SAV,4.0
2020-10-10,FLUX RPC,COMMERCE,363.0
2020-10-10,FLUX RPC SAV AUTOLOC,SAV,103.0
2020-10-10,FLUX RPC SAV COMPLEX,SAV,40.0
2020-10-10,FLUX UNIF,COMMERCE,35.0
2020-10-10,FLUX UNIF,SAV,505.0
2020-10-11,FLUX RPC,COMMERCE,244.0
2020-10-11,FLUX RPC SAV AUTOLOC,SAV,37.0
2020-10-11,FLUX RPC SAV COMPLEX,SAV,24.0
2020-10-11,FLUX UNIF,COMMERCE,7.0
2020-10-11,FLUX UNIF,SAV,258.0
2020-10-12,FLUX AD,SAV,90.0
2020-10-12,FLUX RPC,COMMERCE,1257.0
2020-10-12,FLUX RPC SAV AUTOLOC,SAV,707.0
2020-10-12,FLUX RPC SAV COMPLEX,SAV,277.0
2020-10-12,FLUX UNIF,COMMERCE,183.0
2020-10-12,FLUX UNIF,SAV,944.0
2020-10-13,FLUX AD,SAV,220.0
2020-10-13,FLUX RPC,COMMERCE,1570.0
2020-10-13,FLUX RPC SAV AUTOLOC,SAV,605.0
2020-10-13,FLUX RPC SAV COMPLEX,SAV,233.0
2020-10-13,FLUX UNIF,COMMERCE,212.0
2020-10-13,FLUX UNIF,SAV,1049.0
2020-10-14,FLUX AD,SAV,70.0
2020-10-14,FLUX RPC,COMMERCE,1255.0
2020-10-14,FLUX RPC SAV AUTOLOC,SAV,587.0
2020-10-14,FLUX RPC SAV COMPLEX,SAV,292.0
2020-10-14,FLUX UNIF,COMMERCE,179.0
2020-10-14,FLUX UNIF,SAV,902.0
2020-10-15,FLUX AD,SAV,120.0
2020-10-15,FLUX RPC,COMMERCE,1343.0
2020-10-15,FLUX RPC SAV AUTOLOC,SAV,622.0
2020-10-15,FLUX RPC SAV COMPLEX,SAV,241.0
2020-10-15,FLUX UNIF,COMMERCE,244.0
2020-10-15,FLUX UNIF,SAV,905.0
2020-10-16,FLUX AD,SAV,217.0
2020-10-16,FLUX RPC,COMMERCE,1222.0
2020-10-16,FLUX RPC SAV AUTOLOC,SAV,596.0
2020-10-16,FLUX RPC SAV COMPLEX,SAV,280.0
2020-10-16,FLUX UNIF,COMMERCE,187.0
2020-10-16,FLUX UNIF,SAV,809.0
2020-10-17,FLUX AD,SAV,4.0
2020-10-17,FLUX RPC,COMMERCE,409.0
2020-10-17,FLUX RPC SAV AUTOLOC,SAV,123.0
2020-10-17,FLUX RPC SAV COMPLEX,SAV,42.0
2020-10-17,FLUX UNIF,COMMERCE,61.0
2020-10-17,FLUX UNIF,SAV,485.0
2020-10-18,FLUX AD,SAV,1.0
2020-10-18,FLUX RPC,COMMERCE,245.0
2020-10-18,FLUX RPC SAV AUTOLOC,SAV,32.0
2020-10-18,FLUX RPC SAV COMPLEX,SAV,18.0
2020-10-18,FLUX UNIF,COMMERCE,10.0
2020-10-18,FLUX UNIF,SAV,271.0
2020-10-19,FLUX AD,SAV,132.0
2020-10-19,FLUX RPC,COMMERCE,1361.0
2020-10-19,FLUX RPC SAV AUTOLOC,SAV,709.0
2020-10-19,FLUX RPC SAV COMPLEX,SAV,292.0
2020-10-19,FLUX UNIF,COMMERCE,225.0
2020-10-19,FLUX UNIF,SAV,870.0
2020-10-20,FLUX AD,SAV,198.0
2020-10-20,FLUX RPC,COMMERCE,1373.0
